sheet_number,sheet_name,discipline,page_number,scope_package,bid_item,subheading,n_regions,verdict,reason,extracted_text_sample,json_text_sample,quad_px_boxes
A-602,Door & Window Details,Architectural,11,Flashing and Sheet Metal,Furnish & Install Break Metal Trim,Others,12,RIGHT,"Referenced text (""BREAK-METAL JAMB WINDOW TRIM OVER RIGID INSULATION | BRAKE-METAL WINDOW TRIM ASSEMBLY, SEE DETAIL A5/A602 | BRAKE-METAL WINDOW TRIM ASSEMBLY, SEE DETA"") supports the item; matched terms: break, metal, trim.","BREAK-METAL JAMB WINDOW TRIM OVER RIGID INSULATION | BRAKE-METAL WINDOW TRIM ASSEMBLY, SEE DETAIL A5/A602 | BRAKE-METAL WINDOW TRIM ASSEMBLY, SEE DETAIL A5/A602 | BRAKE-METAL WINDOW TRIM ASSEMBLY, SEE DETAIL A5/A602 | BRAKE-METAL WINDOW TRIM ASSEMBLY, SEE DETAIL A5/A602 | BRAKE-METAL WINDOW TRIM ASSEMBLY, SEE DETAIL A5/A602 | BRAKE-METAL WINDOW TRIM ASSEMBLY, SEE DETAIL A5/A602 | BRAKE-METAL WINDO","BREAK-METAL JAMB WINDOW TRIM OVER RIGID INSULATION | BRAKE-METAL WINDOW TRIM ASSEMBLY, SEE DETAIL A5/A602 | BRAKE-METAL WINDOW TRIM ASSEMBLY, SEE DETAIL A5/A602 | BRAKE-METAL WINDOW TRIM ASSEMBLY, SEE DETAIL A5/A602 | BRAKE-METAL WINDOW TRIM ASSEMBLY, SEE DETAIL A5/A602 | BRAKE-METAL WINDOW TRIM ASSEMBLY, SEE DETAIL A5/A602 | BRAKE-METAL WINDOW TRIM ASSEMBLY, SEE DETAIL A5/A602 | BRAKE-METAL WINDO",
A-602,Door & Window Details,Architectural,11,Flashing and Sheet Metal,Furnish & Install Flashing Installation Accessories,Others,2,RIGHT,"[Manual review] Referenced text (""POP-RIVET AT TOP AND BOTTOM / 18\"" O.C."", ""OPEN HEM SLIP JOINT"") are flashing/trim installation accessory details, matching the item.","POP-RIVET AT TOP AND BOTTOM / 18"" O.C. | OPEN HEM SLIP JOINT","POP-RIVET AT TOP AND BOTTOM / 18"" O.C. | OPEN HEM SLIP JOINT",
A-602,Door & Window Details,Architectural,11,Joint Sealants,Furnish & Install General Purpose Exterior Sealant,Exterior Sealants,9,RIGHT,"Referenced text (""SEALANT JOINT | 1/4""TYP. | CONTINUOUS SEALANT | 1/4""TYP. | JOINT SEALANT PER SIDING MANUFACTURER | JOINT SEALANT PER SIDING MANUFACTURER | MAX. 1/2"". "") supports the item; matched terms: sealant.","SEALANT JOINT | 1/4""TYP. | CONTINUOUS SEALANT | 1/4""TYP. | JOINT SEALANT PER SIDING MANUFACTURER | JOINT SEALANT PER SIDING MANUFACTURER | MAX. 1/2"". | JOINT SEALANT PER SIDING MANUFACTURER | JOINT SEALANT PER SIDING MANUFACTURER","SEALANT JOINT | 1/4""TYP. | CONTINUOUS SEALANT | 1/4""TYP. | JOINT SEALANT PER SIDING MANUFACTURER | JOINT SEALANT PER SIDING MANUFACTURER | 1/2"". MAX. | JOINT SEALANT PER SIDING MANUFACTURER | JOINT SEALANT PER SIDING MANUFACTURER",
A-602,Door & Window Details,Architectural,11,Joint Sealants,Furnish & Install Interior Sealant at Finishes,Interior Sealants,2,RIGHT,"[Manual review] Referenced text (""CAULK FRAME TO GYP. BD. JOINT, TYP."") describes a sealant/caulk joint, matching the item.","CAULK FRAME TO GYP. BD. JOINT, TYP. | CAULK FRAME TO GYP. BD. JOINT, TYP. ALL SIDES","CAULK FRAME TO GYP. BD. JOINT, TYP. | CAULK FRAME TO GYP. BD. JOINT, TYP. ALL SIDES",
A-602,Door & Window Details,Architectural,11,"Doors, Frames & Hardware",Furnish & Install Hollow Metal Door Frames,Hollow Metal Doors and Frames,5,RIGHT,"Referenced text (""HM DOOR HEAD, SEE FLOOR PLAN FOR DOOR TYPE | HOLLOW METAL FRAME PAINTED, BEYOND | HOLLOW METAL DOOR FRAME AND ATTACHMENT CLIP | HM DOOR HEAD, SEE FLOO"") supports the item; matched terms: door, frame, hollow, metal.","HM DOOR HEAD, SEE FLOOR PLAN FOR DOOR TYPE | HOLLOW METAL FRAME PAINTED, BEYOND | HOLLOW METAL DOOR FRAME AND ATTACHMENT CLIP | HM DOOR HEAD, SEE FLOOR PLAN FOR DOOR TYPE | HOLLOW METAL DOOR FRAME AND ATTACHMENT CLIP","HM DOOR HEAD, SEE FLOOR PLAN FOR DOOR TYPE | HOLLOW METAL FRAME PAINTED, BEYOND | HOLLOW METAL DOOR FRAME AND ATTACHMENT CLIP | HM DOOR HEAD, SEE FLOOR PLAN FOR DOOR TYPE | HOLLOW METAL DOOR FRAME AND ATTACHMENT CLIP",
A-602,Door & Window Details,Architectural,11,"Doors, Frames & Hardware",Furnish & Install Wood Door Frames And Casings,Wood Doors,2,RIGHT,"Referenced text (""WOOD DOOR FRAME AND DOOR CASING, SEE FRAME TYPE ""WD2"" FOR MORE INFORMATION. | WOOD DOOR FRAME AND DOOR CASING, SEE FRAME TYPE ""WD2"" FOR MORE INFORMATI"") supports the item; matched terms: casing, door, frame, wood.","WOOD DOOR FRAME AND DOOR CASING, SEE FRAME TYPE ""WD2"" FOR MORE INFORMATION. | WOOD DOOR FRAME AND DOOR CASING, SEE FRAME TYPE ""WD2"" FOR MORE INFORMATION.","WOOD DOOR FRAME AND DOOR CASING, SEE FRAME TYPE ""WD2"" FOR MORE INFORMATION. | WOOD DOOR FRAME AND DOOR CASING, SEE FRAME TYPE ""WD2"" FOR MORE INFORMATION.",
A-602,Door & Window Details,Architectural,11,"Doors, Frames & Hardware",Furnish & Install Wood Doors Per Schedule And Drawings,Wood Doors,4,RIGHT,"Referenced text (""INTERIOR DOOR PER FLOOR PLAN | INTERIOR DOOR PER FLOOR PLAN | INTERIOR DOOR PER FLOOR PLAN | INTERIOR DOOR PER FLOOR PLAN"") supports the item; matched terms: door.",INTERIOR DOOR PER FLOOR PLAN | INTERIOR DOOR PER FLOOR PLAN | INTERIOR DOOR PER FLOOR PLAN | INTERIOR DOOR PER FLOOR PLAN,INTERIOR DOOR PER FLOOR PLAN | INTERIOR DOOR PER FLOOR PLAN | INTERIOR DOOR PER FLOOR PLAN | INTERIOR DOOR PER FLOOR PLAN,
A-602,Door & Window Details,Architectural,11,"Doors, Frames & Hardware",Furnish & Install Door And Frame Assemblies Per Schedule,Others,4,RIGHT,"Referenced text (""TYPE SEE FRAME | EXTERIOR DOOR PER FLOOR PLAN | TYPE SEE FRAME | DOOR - SEE SCHEDULE"") supports the item; matched terms: door, frame, schedule.",TYPE SEE FRAME | EXTERIOR DOOR PER FLOOR PLAN | TYPE SEE FRAME | DOOR - SEE SCHEDULE,SEE FRAME TYPE | EXTERIOR DOOR PER FLOOR PLAN | SEE FRAME TYPE | DOOR - SEE SCHEDULE,
A-602,Door & Window Details,Architectural,11,"Doors, Frames & Hardware",Furnish & Install Door Thresholds,Door Hardware Sets,1,RIGHT,"Referenced text (""OFFSET SADDLE THRESHOLD, SET IN BED OF MASTIC."") supports the item; matched terms: threshold.","OFFSET SADDLE THRESHOLD, SET IN BED OF MASTIC.","OFFSET SADDLE THRESHOLD, SET IN BED OF MASTIC.",
A-602,Door & Window Details,Architectural,11,Windows,Furnish & Install Vinyl Clad Windows,Vinyl Windows,10,RIGHT,"Referenced text (""NAIL-FIN WINDOW, SET IN FULL BEAD OF SEALANT. SEE FLOOR PLAN FOR WINDOW TYPE | NAIL-FIN WINDOW, SEE FLOOR PLAN FOR WINDOW TYPE | NAIL-FIN WINDOW, SEE "") supports the item; matched terms: window.","NAIL-FIN WINDOW, SET IN FULL BEAD OF SEALANT. SEE FLOOR PLAN FOR WINDOW TYPE | NAIL-FIN WINDOW, SEE FLOOR PLAN FOR WINDOW TYPE | NAIL-FIN WINDOW, SEE FLOOR PLAN FOR WINDOW TYPE | NAIL-FIN WINDOW, SET IN FULL BEAD OF SEALANT. SEE FLOOR PLAN FOR WINDOW TYPE | NAIL-FIN WINDOW, SEE FLOOR PLAN FOR WINDOW TYPE | NAIL-FIN WINDOW, SEE FLOOR PLAN FOR WINDOW TYPE | NAIL-FIN WINDOW, SET IN FULL BEAD OF SEALA","NAIL-FIN WINDOW, SET IN FULL BEAD OF SEALANT. SEE FLOOR PLAN FOR WINDOW TYPE | NAIL-FIN WINDOW, SEE FLOOR PLAN FOR WINDOW TYPE | NAIL-FIN WINDOW, SEE FLOOR PLAN FOR WINDOW TYPE | NAIL-FIN WINDOW, SET IN FULL BEAD OF SEALANT. SEE FLOOR PLAN FOR WINDOW TYPE | NAIL-FIN WINDOW, SEE FLOOR PLAN FOR WINDOW TYPE | NAIL-FIN WINDOW, SEE FLOOR PLAN FOR WINDOW TYPE | NAIL-FIN WINDOW, SET IN FULL BEAD OF SEALA",
A-602,Door & Window Details,Architectural,11,Drywall,"Furnish & Install Single Layer 5/8"" Gypsum Board",Gypsum Board,5,RIGHT,"Referenced text (""(1) LAYER 5/8"" GYPSUM BOARD | (1) LAYER 5/8"" GYPSUM BOARD | (1) LAYER 5/8"" GYPSUM BOARD | (1) LAYER 5/8"" GYPSUM BOARD | (1) LAYER 5/8"" GYPSUM BOARD"") supports the item; matched terms: board, gypsum, layer.","(1) LAYER 5/8"" GYPSUM BOARD | (1) LAYER 5/8"" GYPSUM BOARD | (1) LAYER 5/8"" GYPSUM BOARD | (1) LAYER 5/8"" GYPSUM BOARD | (1) LAYER 5/8"" GYPSUM BOARD","(1) LAYER 5/8"" GYPSUM BOARD | (1) LAYER 5/8"" GYPSUM BOARD | (1) LAYER 5/8"" GYPSUM BOARD | (1) LAYER 5/8"" GYPSUM BOARD | (1) LAYER 5/8"" GYPSUM BOARD",
A-602,Door & Window Details,Architectural,11,Flooring,Furnish & Install All Flooring Per General Installation Requirements,Others,1,RIGHT,"Referenced text (""FLOOR FINISH, SEE FINISH PLANS FOR MORE INFORMATION"") supports the item; matched terms: floor.","FLOOR FINISH, SEE FINISH PLANS FOR MORE INFORMATION","FLOOR FINISH, SEE FINISH PLANS FOR MORE INFORMATION",
A-602,Door & Window Details,Architectural,11,Countertops,"Furnish & Install Solid Surface Countertops, Splashes, And Window Sills",Solid Surface Countertops,6,RIGHT,"Referenced text (""SOLID SURFACE WINDOW SILL, SEE FINISH PLANS | SOLID SURFACE WINDOW SILL, SEE FINISH PLANS | SOLID SURFACE WINDOW SILL, SEE FINISH PLANS | SOLID SURFAC"") supports the item; matched terms: sill, solid, surface, window.","SOLID SURFACE WINDOW SILL, SEE FINISH PLANS | SOLID SURFACE WINDOW SILL, SEE FINISH PLANS | SOLID SURFACE WINDOW SILL, SEE FINISH PLANS | SOLID SURFACE WINDOW SILL, SEE FINISH PLANS | SOLID SURFACE WINDOW SILL, SEE FINISH PLANS | SOLID SURFACE WINDOW SILL, SEE FINISH PLANS","SOLID SURFACE WINDOW SILL, SEE FINISH PLANS | SOLID SURFACE WINDOW SILL, SEE FINISH PLANS | SOLID SURFACE WINDOW SILL, SEE FINISH PLANS | SOLID SURFACE WINDOW SILL, SEE FINISH PLANS | SOLID SURFACE WINDOW SILL, SEE FINISH PLANS | SOLID SURFACE WINDOW SILL, SEE FINISH PLANS",
CU300,Overall Utility Plan,Site Utilities,12,Site Concrete,Furnish & Install Concrete Collars for Utility Structures,Others,1,RIGHT,"Referenced text (""7. WATER VALVES, SEWER MANHOLES, STORM DRAIN INLETS OR CLEANOUT BOXES, AND OTHER SURFACE UTILITY ACCESSORIES SHALL BE RAISED AND SLOPED TO ACCURATE FI"") supports the item; matched terms: collar, collars, concrete, other, utility.","7. WATER VALVES, SEWER MANHOLES, STORM DRAIN INLETS OR CLEANOUT BOXES, AND OTHER SURFACE UTILITY ACCESSORIES SHALL BE RAISED AND SLOPED TO ACCURATE FINISH SURFACE BY A CONCRETE GRADE COLLAR IN PAVEMENT. COLLAR SHALL BE 12"" WIDE AROUND THE UTILITY APPARATUSES AND 8"" MINIMUM THICKNESS. PLACE 2 #4 REBAR HOOPS IN COLLAR. REFER TO DETAIL ON SHEET C100. CONCRETE COLLARS TO BE USED ONLY IN ASPHALT PAVEME","7. WATER VALVES, SEWER MANHOLES, STORM DRAIN INLETS OR CLEANOUT BOXES, AND OTHER SURFACE UTILITY ACCESSORIES SHALL BE RAISED AND SLOPED TO ACCURATE FINISH SURFACE BY A CONCRETE GRADE COLLAR IN PAVEMENT. COLLAR SHALL BE 12"" WIDE AROUND THE UTILITY APPARATUSES AND 8"" MINIMUM THICKNESS. PLACE 2 #4 REBAR HOOPS IN COLLAR. REFER TO DETAIL ON SHEET C100. CONCRETE COLLARS TO BE USED ONLY IN ASPHALT PAVEME",
CU300,Overall Utility Plan,Site Utilities,12,Site Concrete,Furnish & Install Concrete Formwork and Accessories,Formwork,1,WRONG,"[Manual review] Referenced text is general note 3 about minimum pipe cover depth for fire sprinkler/water lines (""ALL FIRE SPRINKLER LINES SHALL HAVE 60\"" OF COVER...""). It is a utility-depth note, not concrete formwork scope.","3. ALL FIRE SPRINKLER LINES SHALL HAVE 60"" OF COVER MINIMUM. ALL OTHER WATERLINES INCLUDING EXISTING LINES TO HAVE 48"" MINIMUM COVER. CUT IN NEW TEE CONNECTIONS TO EXISTING WATER LINE CONNECTIONS. COORDINATE WITH BYU ENGINEERING. TERMINATE NEW 2"" WATER BUILDING SERVICE LINES IN THE BASE FLOOR TERMINATING 24"" ABOVE THE FINISH FLOOR. PROVIDE A 4"" PVC SLEEVE THROUGH THE FLOOR SLAB FOR THE 2"" POLY LIN","3. ALL FIRE SPRINKLER LINES SHALL HAVE 60"" OF COVER MINIMUM. ALL OTHER WATERLINES INCLUDING EXISTING LINES TO HAVE 48"" MINIMUM COVER. CUT IN NEW TEE CONNECTIONS TO EXISTING WATER LINE CONNECTIONS. COORDINATE WITH BYU ENGINEERING. TERMINATE NEW 2"" WATER BUILDING SERVICE LINES IN THE BASE FLOOR TERMINATING 24"" ABOVE THE FINISH FLOOR. PROVIDE A 4"" PVC SLEEVE THROUGH THE FLOOR SLAB FOR THE 2"" POLY LIN","122,1615,754,1615,754,1661,122,1661"
CU300,Overall Utility Plan,Site Utilities,12,Site Improvements,Furnish & Install — Sleeving for Drain Pipe Through Site Walls,Others,1,RIGHT,"Referenced text (""COVER. CUT IN SERVICE LINE 16. SITE WALLS (EXCEPT STAIR CHEEK WALLS OR SEAT WALLS) TO HAVE A 3"" PERFORATED DRAIN (PVC OR HDPE WRAPPED IN DRAINAGE FABR"") supports the item; matched terms: drain, pipe, site, through, wall, walls.","COVER. CUT IN SERVICE LINE 16. SITE WALLS (EXCEPT STAIR CHEEK WALLS OR SEAT WALLS) TO HAVE A 3"" PERFORATED DRAIN (PVC OR HDPE WRAPPED IN DRAINAGE FABRIC) AS SHOWN ON PLANS AND ON THE RETAINING WALL DETAILS ON STRUCTURAL PLANS. CONNECT TO SITE DRAINAGE STRUCTURES AS SHOWN WITH 4"" PVC SOLID PIPE (SDR 35) FROM THE CONNECTION AT THE PERFORATED FOOTING DRAIN PIPE TO THE STORM DRAIN STRUCTURE. SLEEVE DR","16. SITE WALLS (EXCEPT STAIR CHEEK WALLS OR SEAT WALLS) TO HAVE A 3"" PERFORATED DRAIN (PVC OR HDPE WRAPPED IN DRAINAGE FABRIC) AS SHOWN ON PLANS AND ON THE RETAINING WALL DETAILS ON STRUCTURAL PLANS. CONNECT TO SITE DRAINAGE STRUCTURES AS SHOWN WITH 4"" PVC SOLID PIPE (SDR 35) FROM THE CONNECTION AT THE PERFORATED FOOTING DRAIN PIPE TO THE STORM DRAIN STRUCTURE. SLEEVE DRAIN PIPE THROUGH SITE WALLS",
CU300,Overall Utility Plan,Site Utilities,12,Site Improvements,Furnish & Install Concrete Wall Footings,Cast-In-Place Foundations,1,RIGHT,"Referenced text (""9. WHERE UTILITY LINES CROSS SITE WALLS, WALL FOOTINGS SHALL STEP BELOW UTILITIES FOR WATER AND GAS PIPING AS WELL AS STORM DRAIN LINES THAT DO NOT HA"") supports the item; matched terms: footing, footings, wall.","9. WHERE UTILITY LINES CROSS SITE WALLS, WALL FOOTINGS SHALL STEP BELOW UTILITIES FOR WATER AND GAS PIPING AS WELL AS STORM DRAIN LINES THAT DO NOT HAVE 2' OF FILL BETWEEN THE BOTTOM OF THE NORMAL WALL FOOTING DEPTH (30"" DEPTH) AND THE TOP OF PIPE. REFER TO DETAIL ON STRUCTURAL PLANS FOR TYPICAL FOOTING STEP DETAIL AS WELL AS SEAT WALL DETAILS. WHERE UTILITY LINES HAVE A MINIMUM OF 2' OF FILL BETW","9. WHERE UTILITY LINES CROSS SITE WALLS, WALL FOOTINGS SHALL STEP BELOW UTILITIES FOR WATER AND GAS PIPING AS WELL AS STORM DRAIN LINES THAT DO NOT HAVE 2' OF FILL BETWEEN THE BOTTOM OF THE NORMAL WALL FOOTING DEPTH (30"" DEPTH) AND THE TOP OF PIPE. REFER TO DETAIL ON STRUCTURAL PLANS FOR TYPICAL FOOTING STEP DETAIL AS WELL AS SEAT WALL DETAILS. WHERE UTILITY LINES HAVE A MINIMUM OF 2' OF FILL BETW",
CU300,Overall Utility Plan,Site Utilities,12,Site Improvements,"Furnish & Install Concrete Curbs, Gutters, and Mow Strips",Curbs & Gutters,1,RIGHT,"Referenced text (""12. REPAIR PAVEMENT, AS WELL AS CURB & GUTTER, AND SIDEWALKS WHERE UTILITIES CROSS INTO SITE TEMPORARY LIMIT LINES TO MAINTAIN TRAFFIC THROUGH THESE A"") supports the item; matched terms: curb, gutter.","12. REPAIR PAVEMENT, AS WELL AS CURB & GUTTER, AND SIDEWALKS WHERE UTILITIES CROSS INTO SITE TEMPORARY LIMIT LINES TO MAINTAIN TRAFFIC THROUGH THESE AREAS. COORDINATE TRAFFIC CONTROL WITH BYU.","12. REPAIR PAVEMENT, AS WELL AS CURB & GUTTER, AND SIDEWALKS WHERE UTILITIES CROSS INTO SITE TEMPORARY LIMIT LINES TO MAINTAIN TRAFFIC THROUGH THESE AREAS. COORDINATE TRAFFIC CONTROL WITH BYU.",
CU300,Overall Utility Plan,Site Utilities,12,Site Improvements,Furnish & Install Pavement Restoration and Repair,Asphalt Paving,1,RIGHT,"Referenced text (""12. REPAIR PAVEMENT, AS WELL AS CURB & GUTTER, AND SIDEWALKS WHERE UTILITIES CROSS INTO SITE TEMPORARY LIMIT LINES TO MAINTAIN TRAFFIC THROUGH THESE A"") supports the item; matched terms: pavement, repair.","12. REPAIR PAVEMENT, AS WELL AS CURB & GUTTER, AND SIDEWALKS WHERE UTILITIES CROSS INTO SITE TEMPORARY LIMIT LINES TO MAINTAIN TRAFFIC THROUGH THESE AREAS. COORDINATE TRAFFIC CONTROL WITH BYU.","12. REPAIR PAVEMENT, AS WELL AS CURB & GUTTER, AND SIDEWALKS WHERE UTILITIES CROSS INTO SITE TEMPORARY LIMIT LINES TO MAINTAIN TRAFFIC THROUGH THESE AREAS. COORDINATE TRAFFIC CONTROL WITH BYU.",
CU300,Overall Utility Plan,Site Utilities,12,Fire Suppression,Furnish & Install — Fire Sprinkler System Piping,Wet Pipe Sprinkler Systems,1,RIGHT,"Referenced text (""3. ALL FIRE SPRINKLER LINES SHALL HAVE 60"" OF COVER MINIMUM. ALL OTHER WATERLINES INCLUDING EXISTING LINES TO HAVE 48"" MINIMUM COVER. CUT IN NEW TEE C"") supports the item; matched terms: fire, sprinkler.","3. ALL FIRE SPRINKLER LINES SHALL HAVE 60"" OF COVER MINIMUM. ALL OTHER WATERLINES INCLUDING EXISTING LINES TO HAVE 48"" MINIMUM COVER. CUT IN NEW TEE CONNECTIONS TO EXISTING WATER LINE CONNECTIONS. COORDINATE WITH BYU ENGINEERING. TERMINATE NEW 2"" WATER BUILDING SERVICE LINES IN THE BASE FLOOR TERMINATING 24"" ABOVE THE FINISH FLOOR. PROVIDE A 4"" PVC SLEEVE THROUGH THE FLOOR SLAB FOR THE 2"" POLY LIN","3. ALL FIRE SPRINKLER LINES SHALL HAVE 60"" OF COVER MINIMUM. ALL OTHER WATERLINES INCLUDING EXISTING LINES TO HAVE 48"" MINIMUM COVER. CUT IN NEW TEE CONNECTIONS TO EXISTING WATER LINE CONNECTIONS. COORDINATE WITH BYU ENGINEERING. TERMINATE NEW 2"" WATER BUILDING SERVICE LINES IN THE BASE FLOOR TERMINATING 24"" ABOVE THE FINISH FLOOR. PROVIDE A 4"" PVC SLEEVE THROUGH THE FLOOR SLAB FOR THE 2"" POLY LIN",
CU300,Overall Utility Plan,Site Utilities,12,Plumbing,Furnish & Install — Interior Drains and Cleanouts,Sanitary & Wastewater Systems,1,RIGHT,"Referenced text (""AND APPARATUSES 22. TRENCH DRAINS TD-1 THRU TD-5 TO BE ""ACO DRAIN KLASSIKDRAIN K100"" OR APPROVED EQUIVALENT. BUILT IN SLOPE TO BE APPROXIMATELY 1% FRO"") supports the item; matched terms: drain, drains.","AND APPARATUSES 22. TRENCH DRAINS TD-1 THRU TD-5 TO BE ""ACO DRAIN KLASSIKDRAIN K100"" OR APPROVED EQUIVALENT. BUILT IN SLOPE TO BE APPROXIMATELY 1% FROM SHALLOW END TO OUTLET. PROVIDE A 4"" BOTTOM OUTLET FOR A SCHEDULE 40 PVC PIPE AT THE LOW END OF THE TRENCH DRAIN. MINIMUM DEPTH AT LOW END TO BE 12"". GRATE TO BE LOAD CLASS C HEEL SAFE PERFORATED STAINLESS STEEL OR APPROVED EQUIVALENT. CONNECT THE P","22. TRENCH DRAINS TD-1 THRU TD-5 TO BE ""ACO DRAIN KLASSIKDRAIN K100"" OR APPROVED EQUIVALENT. BUILT IN SLOPE TO BE APPROXIMATELY 1% FROM SHALLOW END TO OUTLET. PROVIDE A 4"" BOTTOM OUTLET FOR A SCHEDULE 40 PVC PIPE AT THE LOW END OF THE TRENCH DRAIN. MINIMUM DEPTH AT LOW END TO BE 12"". GRATE TO BE LOAD CLASS C HEEL SAFE PERFORATED STAINLESS STEEL OR APPROVED EQUIVALENT. CONNECT THE PVC PIPE TO THE N",
CU300,Overall Utility Plan,Site Utilities,12,Earthwork,"Furnish & Install Fill, Base Course, and Bedding Materials",Excavation & Backfill,2,RIGHT,"Referenced text (""1. PIPING MATERIALS TO BE PER UTILITY SPEC. AS OUTLINED BELOW: NEW WATER LINES - CEMENT MORTAR LINED DUCTILE IRON PIPE WRAPPED IN 10 MIL POLYETHYLENE "") supports the item; matched terms: fill, material, materials.","1. PIPING MATERIALS TO BE PER UTILITY SPEC. AS OUTLINED BELOW: NEW WATER LINES - CEMENT MORTAR LINED DUCTILE IRON PIPE WRAPPED IN 10 MIL POLYETHYLENE SLEEVES PER AWWA C105 (THRUST BLOCK PER BYU STD'S) WATER SERVICE LINES - 2"" POLYETHYLENE AWWA C901 (SDR-9) SEWER - PVC PIPE 4"" TO 10"" (SDR 35), USE 6"" DI AT FITTING ON SERVICE LINES. SEE NOTES ON CU-310 STORM DRAIN - 12"" TO 18"" HDPE PIPE WITH WATER T","1. PIPING MATERIALS TO BE PER UTILITY SPEC. AS OUTLINED BELOW: NEW WATER LINES - CEMENT MORTAR LINED DUCTILE IRON PIPE WRAPPED IN 10 MIL POLYETHYLENE SLEEVES PER AWWA C105 (THRUST BLOCK PER BYU STD'S) WATER SERVICE LINES - 2"" POLYETHYLENE AWWA C901 (SDR-9) SEWER - PVC PIPE 4"" TO 10"" (SDR 35), USE 6"" DI AT FITTING ON SERVICE LINES. SEE NOTES ON CU-310 STORM DRAIN - 12"" TO 18"" HDPE PIPE WITH WATER T",
CU300,Overall Utility Plan,Site Utilities,12,Earthwork,"Furnish & Install General Excavation, Trenching, and Backfill",Excavation & Backfill,1,RIGHT,[Manual review] Referenced text is general note 4 instructing to pothole (excavate to verify) existing utility crossings before routing new utilities - genuine earthwork/excavation scope.,"4. POTHOLE ALL EXISTING UTILITY CROSSINGS PRIOR TO ROUTING ANY NEW UTILITIES. ALL NEW SEWER, DRAINAGE, OR OTHER GRAVITY LINES SHALL BE COMPLETED PRIOR TO ROUTING ANY PRESSURE LINES. WHERE EXISTING UTILITIES CONFLICT WITH NEW GRAVITY LINES, RAISE OR LOWER EXISTING UTILITIES TO ACCOMMODATE NEW GRAVITY LINES. PROVIDE 12"" MIN. CLEARANCE. WATER LINES SHALL NOT BE PLACED UNDER SEWER LINES AND SHALL HAVE","4. POTHOLE ALL EXISTING UTILITY CROSSINGS PRIOR TO ROUTING ANY NEW UTILITIES. ALL NEW SEWER, DRAINAGE, OR OTHER GRAVITY LINES SHALL BE COMPLETED PRIOR TO ROUTING ANY PRESSURE LINES. WHERE EXISTING UTILITIES CONFLICT WITH NEW GRAVITY LINES, RAISE OR LOWER EXISTING UTILITIES TO ACCOMMODATE NEW GRAVITY LINES. PROVIDE 12"" MIN. CLEARANCE. WATER LINES SHALL NOT BE PLACED UNDER SEWER LINES AND SHALL HAVE",
CU300,Overall Utility Plan,Site Utilities,12,Irrigation,Furnish & Install Irrigation Piping and Stubs,Irrigation Piping,1,RIGHT,"Referenced text (""PB NEW IRRIGATION STUBOUT. ABANDONED THE TEMPORARY IRRIGATION LINE ONCE THE STUBOUT IS OPERATIONAL"") supports the item; matched terms: irrigation.",PB NEW IRRIGATION STUBOUT. ABANDONED THE TEMPORARY IRRIGATION LINE ONCE THE STUBOUT IS OPERATIONAL,NEW IRRIGATION STUBOUT. ABANDONED THE TEMPORARY IRRIGATION LINE ONCE THE STUBOUT IS OPERATIONAL,
CU300,Overall Utility Plan,Site Utilities,12,Irrigation,Furnish & Install Irrigation System Components,Others,3,RIGHT,"Referenced text (""> IRR | 18''SD IRR | IRR"") supports the item; matched terms: irrigation.",> IRR | 18''SD IRR | IRR,IRR | IRR | IRR,
CU300,Overall Utility Plan,Site Utilities,12,Utilities,Furnish & Install General Water Pipe and Appurtenances,Water Utility Distribution,1,RIGHT,"Referenced text (""1. PIPING MATERIALS TO BE PER UTILITY SPEC. AS OUTLINED BELOW: NEW WATER LINES - CEMENT MORTAR LINED DUCTILE IRON PIPE WRAPPED IN 10 MIL POLYETHYLENE "") supports the item; matched terms: pipe, utility, water.","1. PIPING MATERIALS TO BE PER UTILITY SPEC. AS OUTLINED BELOW: NEW WATER LINES - CEMENT MORTAR LINED DUCTILE IRON PIPE WRAPPED IN 10 MIL POLYETHYLENE SLEEVES PER AWWA C105 (THRUST BLOCK PER BYU STD'S) WATER SERVICE LINES - 2"" POLYETHYLENE AWWA C901 (SDR-9) SEWER - PVC PIPE 4"" TO 10"" (SDR 35), USE 6"" DI AT FITTING ON SERVICE LINES. SEE NOTES ON CU-310 STORM DRAIN - 12"" TO 18"" HDPE PIPE WITH WATER T","1. PIPING MATERIALS TO BE PER UTILITY SPEC. AS OUTLINED BELOW: NEW WATER LINES - CEMENT MORTAR LINED DUCTILE IRON PIPE WRAPPED IN 10 MIL POLYETHYLENE SLEEVES PER AWWA C105 (THRUST BLOCK PER BYU STD'S) WATER SERVICE LINES - 2"" POLYETHYLENE AWWA C901 (SDR-9) SEWER - PVC PIPE 4"" TO 10"" (SDR 35), USE 6"" DI AT FITTING ON SERVICE LINES. SEE NOTES ON CU-310 STORM DRAIN - 12"" TO 18"" HDPE PIPE WITH WATER T",
